档号	姓名	人员性质	性别	岗位设置单位	身份证号
j1470	许瘛雾	公办	男	拹劎大学	330523551128471
j1570	孙朰遁	公办	女	攻巠大学	330523197507286440
j1622	有錛鏓	人代	男	氲礓大学	330523197910224530
j1686	严榕馳	人代	男	侜峘大学	330523198205251335
j1852	李再乶	公办	女	戞轊大学	330523198010270923
j1872	李槓貟	公办	男	胙哪大学	330523195706295818
j1939	李殢钲	公办	男	耚朆大学	330523197308305434
j2036	吴鵵馣	公办	女	麗冦大学	330523197503094724
j2048	吴顮泀	人代	女	娈班大学	330523198207092120
j2060	吴嶧鯧	公办	男	韼銮大学	330523196206285810
j2074	吴層榾	公办	男	鶂觠大学	330523671202391
j2075	吴鐾瓻	公办	男	响誘大学	33052319660707431X
j2100	吴题冪	公办	男	廙酊大学	330523197609194512
j2104	吴桩糨	公办	女	鳲蒝大学	330523197309276428
j2116	吴梪竲	人代	女	鈑枛大学	33052319811130212X
j2179	肖餠纬	公办	男	沭份大学	330523197712144716
j2244	汪蛭楹	公办	男	導驚大学	330523197803083031
j2281	汪摧蛸	人代	女	藁詸大学	33052319700303504X
j2314	汤袆勞	人代	男	糉硃大学	330523197805275213
j2365	宋嶭澤	公办	男	籸惘大学	330523196812174715
j2423	邵共髋	人代	女	鈩幾大学	330523197905086428
j2451	陆慀媀	公办	女	咳枼大学	330523197605065246
j2464	陆性駔	公办	女	埵譧大学	33050119771222622X
j2519	沈坦渘	公办	男	狣睕大学	330523197110135417
j2621	陈镶姏	公办	男	冨疶大学	330523198002174317
j2714	陈硹皰	公办	男	帐蜴大学	330523196309114731
j2725	陈灑鰕	公办	男	魑選大学	330523570927541
j2771	陈贮碲	公办	男	抅鏢大学	330522661101351
j2816	陈趫匿	人代	女	宬霭大学	330501198108250842
j2821	陈拚葓	人代	女	齞勆大学	330523811120094
j2831	陈若势	人代	女	藸坙大学	330523197611021346
j3043	迟妫霱	公办	男	灱黎大学	342623197508191215
j3103	邱暥旇	人代	男	涓搫大学	330523198002063916
j3216	杨氕缓	人代	女	忾諣大学	330523197208162325
j3220	杨帥虽	人代	女	鐯倃大学	330523690502472
j3268	林簏艏	公办	女	慂镁大学	33052319621129472X
j3269	林嚑鼰	公办	男	纬鱿大学	330523195703095810
j3273	林耧砳	人代	男	鹩瘛大学	362421197908220433
j3322	罗鏙庪	公办	女	堃鳽大学	330523196408185025
j3529	周疟焙	人代	女	阕鱶大学	33052319800823582X
j3565	周搷瓌	公办	男	滾熷大学	330523560703111
j3579	周倕康	公办	男	賾緥大学	330523197302235455
j3678	金票囩	公办	男	鄈阉大学	330523197908281114
j3686	金潼霘	公办	男	稟駱大学	330523580714501
j3707	金芼知	公办	男	蘼嘀大学	330523600816521
j3857	张鮗軦	人代	女	晏渭大学	330523198711035029
j3904	张洪鸺	公办	女	描侏大学	330106197809051526
j3920	张榢蹆	公办	男	璈鳔大学	330523197810142511
j3956	张翱笙	公办	男	帩甔大学	330523197706276413
j3990	郑疼朂	人代	女	痁怖大学	330523198110310021
j4112	胡鴨喁	人代	女	圪銽大学	330523198204284741
j4114	胡鍪蝰	人代	女	鈑评大学	330523198202040049
j4143	赵婎葌	公办	男	郬槞大学	330523196303150010
j4146	赵渗踌	公办	男	综粴大学	330523196311114538
j4158	赵涩顆	公办	女	剃濚大学	330523196507314726
j4196	徐軻遖	人代	男	暛鴰大学	330424198008220012
j4212	徐雬侸	公办	男	屎瓘大学	33052319590714301X
j4259	徐绕骥	人代	女	锏纪大学	330523730915182
j4267	徐仔闯	公办	男	頂摊大学	330523196705024113
j4293	俞崻塋	公办	男	髁嘿大学	330523811020001
j4301	喻僖劉	人代	男	谿斊大学	330523197710213212
j4354	顾銱鉣	公办	男	绍叐大学	330523196312040614
j4396	施牧篼	人代	女	铖蒳大学	330523198407012121
j4445	钟帴淺	人代	女	愞骍大学	360502780115142
j4455	柳鏌峛	公办	男	剪鄘大学	330523197412034750
j4464	洪勩卡	公办	男	歆濖大学	330523197811291818
j4510	姜倽捒	人代	女	觧鷚大学	330523198402200027
j4550	娄蹲襞	公办	女	茦鬫大学	330523197511104726
j4564	涂盌滜	公办	男	岉鵃大学	330523570729431
j4593	姚豩逹	公办	男	类俪大学	330523197601125838
j4673	夏裼囻	人代	女	彯丳大学	332627197105092021
j4910	梁垁嘥	公办	女	隦聥大学	330523721223412
j4954	黄风艱	公办	男	畅椗大学	330523770117341
j4985	黄效僯	公办	女	霮鱚大学	330523197503205228
j5021	黄恖耓	公办	男	睠竁大学	330523197612050018
j5070	曹偋峃	公办	男	哹叨大学	330523197702101317
j5159	管丯訇	公办	男	撄沰大学	330523198110144318
j5221	章頛墚	人代	女	袌祢大学	330523197909114748
j5234	凌忴狊	公办	男	铽涳大学	330523197507131131
j5287	郝坘兙	人代	女	屵匈大学	330523198307093921
j5294	董捴巵	公办	男	诅勚大学	330523581230411
j5349	彭鰹蛋	人代	女	曆遡大学	330523197910091328
j5398	蒋寁穷	公办	女	蘃袄大学	330523197201205222
j5440	程啘鶞	公办	男	錮菗大学	330523550908581
j5520	鲍伫抇	公办	女	珒叻大学	330523197801114527
j5528	鲁蕭袏	公办	男	黬啒大学	33052319740212623X
j5642	楼囄赿	公办	男	琔恖大学	330523197510076436
j5645	楼桺娚	公办	女	澏閜大学	33052319660708522X
j5650	詹槫柇	公办	男	使瑁大学	330523195708261814
j5724	蔡酏楖	人代	女	缚籐大学	330523660324586
j5745	裘鞋煁	公办	女	佫术大学	330523196006084766
j5747	裘乖簍	公办	男	故垖大学	33052319561227643X
j5793	饶絽概	公办	女	窹龄大学	330523197511164147
j5848	潘藆鰢	公办	男	撾鹺大学	330523197603026219
j5879	潘柾殞	公办	女	閺遅大学	330523197605200823
j5909	戴蒧綅	公办	女	繘陗大学	330523196601216428
j5928	魏翢琉	公办	女	罕祼大学	33052319771231472X
g8.15	王詤魅	固定工	男	把琓大学	330523630819471
g9.29	欧鶏彟	固定工	男	弥覗大学	330523591130473
g9.68	胡禥騈	固定工	男	龃嫚大学	330523540815471
g9.199	詹诠蝃	固定工	男	釼歩大学	330523196108114719
g9.217	董珌哏	固定工	男	悊颲大学	220124197504252615
g9.250	厉嫉癛	固定工	男	轢榯大学	330523197901260310
j115	马馄寨	公办	男	鼋楋大学	330523197506305814
j151	马棠彬	人代	女	钤雄大学	330523198112184743
j235	王箵钬	人代	男	葰燠大学	220303198601113055
j255	王攚蝵	公办	男	盫囟大学	330523690116343
j300	王脒幡	公办	男	爸逷大学	330523196908134515
j301	王蹠儓	公办	男	孻荈大学	330523197612123619
j311	王崾鹊	人代	女	叮同大学	36242119790326412X
j320	王桞噌	公办	男	藦牤大学	33052319690525161X
j331	王絍祮	公办	男	跰苋大学	330523197506186413
j357	王霋铣	人代	男	壐颞大学	370181198510102132
j432	王震汣	公办	男	覯繢大学	330523710330661
j472	王畘鞣	公办	男	檹寿大学	330523197705126413
j509	王蹡厶	人代	女	茤櫎大学	330523810723642
j599	方癣简	公办	男	侵鵾大学	330523197707176211
j658	方駿愯	人代	男	鋎郾大学	330523831215051
j659	方岽齢	人代	女	泘嗮大学	330523198212182120
j721	尤魋厾	人代	女	矤逍大学	13098319870716112X
j769	牛魺迵	人代	男	楿鼦大学	220521198512230034
j895	叶轅弤	公办	女	劳巂大学	330523197611083926
j906	叶钩簆	人代	女	籁嚅大学	330523198507162143
j988	卢罚暋	人代	女	衼暃大学	332527198704110040
j1011	厉梼摒	公办	男	侲関大学	330523630121393
j1124	吕啂斲	公办	男	椚镑大学	330523197602163916
j1242	朱堸嬻	公办	男	泒撥大学	330702196710016432
j1244	朱晳猾	人代	男	涡甠大学	340826198707240019
j1311	朱瞂周	人代	男	彯縇大学	330523197910275610
j1346	刘軉鵗	人代	男	窴崞大学	512322198301207594
j1355	刘憌淅	人代	女	憯塩大学	432926197201080040
j1358	刘徶縦	公办	男	鏩铙大学	330523195709095010
j1359	刘啼窨	人代	男	薑楒大学	432926197401030013
j1465	许湩怮	公办	男	灪獿大学	330523196105270011
j1484	许犩莔	公办	男	镝酦大学	330523196308250811
j1522	江謃垭	人代	男	藛嘰大学	340824198401155417
j1547	孙猼姦	人代	女	壿崥大学	330523197910140724
j1556	孙窖櫵	公办	女	圥傟大学	330523196102234728
j1707	杜漣闳	人代	女	滰鎀大学	430581198606147325
j1716	杜鵶咥	人代	女	叴锯大学	420521199004211584
j1763	李份醋	人代	女	尢咘大学	330523197709143923
j1770	李耏銘	人代	男	巎齮大学	152822198410194112
j1802	李筲淺	人代	男	莯帏大学	130428198312010536
j1857	李斞喜	人代	女	钹坥大学	320382198801161149
j1863	李諦庵	公办	男	雰埁大学	33052319751026391X
j1893	李権胠	人代	男	鵝陦大学	330523198105112514
j1944	李嶖迮	公办	男	噝縠大学	330523197411142514
j2046	吴雝憏	公办	男	償直大学	330523197410280018
j2101	吴颭櫷	人代	女	膙慵大学	330402198712063067
j2147	苏寂誳	人代	男	恘剽大学	330523790216581
j2260	汪鞗揈	人代	男	嘲棬大学	342921198510050014
j2270	汪汤洡	公办	男	翢屒大学	330523711028641
j2282	汪駩硶	人代	男	硂慒大学	330523198203234718
j2311	汤釿歹	公办	女	堩径大学	330523196501120023
j2410	邵濵欪	人代	男	庆暚大学	330523197802204516
j2527	沈懆錃	公办	女	炉攂大学	330523197704162527
j2584	沈麦韛	人代	女	蓺穅大学	330523198301010021
j2588	沈痄箔	人代	男	綄慻大学	330523830702561
j2606	陈繥顂	公办	男	恺麲大学	433123196808250038
j2716	陈銈匕	人代	女	菰獢大学	341224198803100265
j2733	陈诺灀	公办	女	嶫霻大学	330523196908263923
j2739	陈狸链	公办	男	鋽礉大学	330523197607131139
j2788	陈鲡苭	公办	女	岠汪大学	330523197103181124
j2833	陈蓫鍐	人代	男	翶鐓大学	330523198206274715
j2891	余扑湟	公办	男	涳澄大学	330523197801313016
j3033	沙嚢隼	人代	男	鹰猽大学	342623198802100016
j3152	杨帰蟣	公办	男	庩荹大学	33052319570308541X
j3187	杨渹廅	公办	男	鸫终大学	330523197210053937
j3189	杨頙轊	公办	男	炿啅大学	330523197407093617
j3209	杨钙镔	公办	女	扻拉大学	330224197208126420
j3222	杨巍埄	人代	女	拟圇大学	330523198202085028
j3336	罗詉忸	人代	男	铨為大学	330523198112081832
j3366	范濾攄	人代	女	橋闛大学	330523198010293447
j3374	范淌種	公办	男	绐苛大学	330523641112473
j3429	单橇犌	公办	男	限戙大学	330523197201244715
j3454	郎訿訾	人代	女	養遦大学	330523198012075427
j3513	易榹嚖	公办	男	湄擛大学	330523195510214115
j3535	周卪謏	公办	男	臀儨大学	330523197701225019
j3541	周楘昬	公办	女	矍嘯大学	330502660526002
j3545	周龐毇	人代	女	蛆猥大学	430621198909184149
j3572	周泤阋	公办	男	脳嚁大学	511028197509076710
j3578	周懬鍡	公办	男	掑岜大学	330523197305154116
j3630	周颉敻	公办	女	構淺大学	330523197612286442
j3642	周楠磴	人代	女	仩鵕大学	330523810123582
j3646	周柱硐	人代	女	盁遵大学	330523198211112526
j3693	金呠蜁	人代	女	泀秀大学	330523198801044746
j3712	金脸此	人代	男	飨淨大学	330523198106201818
j3717	金鵟疳	公办	女	飩捞大学	330523620820582
j3780	张殢鵸	人代	男	飗糀大学	33052319840707471X
j3796	张荲萖	公办	女	芎妄大学	330523197010194743
j3821	张溆杈	人代	男	榏惷大学	362532198811133711
j3835	张涶鉲	人代	女	躧鷃大学	342222198212100843
j3854	张趞悼	公办	男	齞郲大学	330523670307541
j3964	尚鲋甌	公办	女	槦欲大学	330523197412114742
j4029	郑敆鰞	人代	女	姛迀大学	330523810901642
j4032	郑嘆牄	公办	女	閥鲬大学	330501197808170021
j4117	胡埱朁	人代	女	矻洭大学	330523198207295227
j4132	赵燢溳	人代	女	峓胰大学	232101198305132024
j4220	徐牸狴	人代	女	妁蓚大学	33052319811027434X
j4244	徐疖枩	公办	女	帍珝大学	330523197712225428
j4287	俞穲钆	人代	女	涬箻大学	330523198210130749
j4288	俞潝耙	公办	男	鏁喘大学	330523197612215214
j4334	俞哉浈	人代	女	荛坰大学	330523198308293423
j4365	顾窢窵	公办	男	弰佟大学	330523196607022093
j4495	姜搔蟣	人代	女	国鞣大学	341204199106282226
j4611	姚靴婅	人代	男	硗腙大学	330523198207314715
j4662	陶捗罴	人代	女	團蚡大学	422129198402130364
j4706	袁肃怕	人代	男	薅鉗大学	330523198001260918
j4745	钱鱤筣	公办	男	槙溟大学	330523196911095836
j4776	倪欑棿	公办	男	蚊膤大学	330523197607124115
j4782	倪稟謉	人代	女	黷鈲大学	330501198112164429
j4799	郭蒩秸	公办	男	譨漙大学	330523551128111
j4832	高芈泚	公办	男	埅髖大学	330523196207184317
j4853	高咎縀	人代	女	泛坣大学	413026198405151528
j4877	唐驷北	人代	女	峀翋大学	330501198203318665
j5074	曹娧峴	人代	女	塅蜒大学	33052319830302112X
j5102	龚廾迍	公办	男	焭琺大学	330523196307185210
j5125	梅紾篃	公办	女	毲侑大学	330523590626252
j5167	尉晴垥	公办	女	磞論大学	330523197501081145
j5179	章佷誥	公办	男	郺襀大学	330502196702270018
j5222	章烘纏	人代	男	躢谹大学	330523198201060013
j5246	熊鋲骼	公办	男	志麕大学	330523196710103916
j5260	笪霽睪	人代	女	減作大学	330523198312133027
j5306	董選藱	公办	男	肃燔大学	330523196810195635
j5307	董鲣甼	人代	女	賡贈大学	330523198011064320
j5332	韩裁贕	公办	男	踝佀大学	330523196803161832
j5407	蒋荢斮	人代	女	拊虨大学	330424198705043824
j5477	程盶疁	人代	女	虉騺大学	330523197804090065
j5489	付權擞	人代	男	膽雪大学	432926197112200012
j5558	谢匀闉	公办	女	姚歶大学	330523751027522
j5581	童幍払	公办	男	婄杪大学	330502196603060031
j5617	温翏莣	公办	女	沂秢大学	330523195905155025
j5626	舒騍剷	人代	女	翱巗大学	430302197404233566
j5731	蔡怪筕	人代	女	茮爬大学	330523820701642
j5749	裘吒缀	公办	男	含摹大学	330523196905035810
j5761	颜榰鶼	人代	女	溥鬳大学	330523831012622
j5762	颜燹嗈	人代	男	闍濰大学	411322800808241
j5838	潘蟁厁	公办	男	辊磝大学	330523730609411
j5884	潘頃墱	公办	女	蜵坪大学	362201197308240426
j5894	潘錮丿	人代	男	铛浢大学	330523198111256215
j5927	魏缉阨	公办	男	欟翀大学	330523197710213917
j5929	魏史瓟	人代	女	幈縩大学	330523197907173023
j6009	帅衅貥	人代	男	芴譌大学	430921198304143818
g8.185	沈錑祟	固定工	男	騎鬲大学	330523195803211110
j27	丁頴賾	人代	女	疻彩大学	342623198408204845
j271	王焚姎	公办	女	爁断大学	330523196112150042
j359	王穲苏	公办	女	沀擪大学	330523196410155423
j387	王寤鬅	公办	女	軈曟大学	330523198010055422
j437	王恑辁	公办	男	嘺鴯大学	330523197306070037
j639	方凸奣	公办	男	喣垨大学	330523195708021116
j641	方粏昢	公办	女	齚璹大学	330523197201010329
j897	叶姐璅	公办	男	誴踓大学	330523197809290015
j1403	刘摵禢	公办	男	氳悊大学	330523197206160916
j1419	刘鷙壱	公办	女	恘鮮大学	330501791111082
j1791	李瘡岃	公办	女	疕璟大学	330523196010240725
j2115	吴餅藷	人代	女	僉惰大学	330523801123002
j2150	苏勀挩	人代	男	羷茔大学	512226196708027553
j2261	汪肹藞	公办	男	庶腂大学	330523640306501
j2319	汤骐誨	人代	女	筁艼大学	330523197701095226
j2354	宋关鸬	公办	男	隴倮大学	330523195807020717
j2525	沈鮘説	人代	女	唷蛱大学	34252419740929384X
j3514	易茀扬	公办	女	鹩帲大学	330523197511074547
j3624	周徯駌	公办	女	輤輨大学	330523196307211124
j3679	金卌毋	公办	女	鈙荲大学	330523198009045227
j3883	张园鐂	公办	男	蓽玽大学	330523197111103011
j4038	胡釮耤	公办	女	峌鑑大学	330523196812235223
j4136	赵訤狼	人代	女	踀娕大学	330523198602090029
j4205	徐浖騝	人代	女	擙制大学	330523198309283227
j4219	徐籘铺	公办	男	荱麵大学	330523660407161
j4270	徐邥莊	公办	女	蜜瞺大学	330523198109211843
j4763	殷鮅滨	公办	男	訑頇大学	330523196810241312
j4816	郭釯蟱	人代	男	瓭飃大学	33052319810614071X
j4972	黄脽糾	公办	女	预闕大学	33052319820815002X
j5043	黄屏珂	人代	女	徘揗大学	330523820503092
j5499	付閯籫	公办	男	诼紺大学	330523197503202510
j5729	蔡幚暒	人代	女	鼌蔩大学	330523198311015627
j5954	操爙筯	公办	男	綘縟大学	330523197711136212
g8.10	王灩嫷	固定工	男	雃玗大学	330523196304070717
j129	马哀謞	公办	女	翟诞大学	330523198102250022
j231	王鞟錦	公办	女	嫨鸀大学	330523197911055628
j270	王顄磀	公办	女	暮邙大学	330523197907225225
j296	王蜪魃	公办	男	軛涤大学	330523197907244717
j360	王馘貍	公办	女	齝烪大学	330523196604070962
j391	王蕥鑽	人代	男	襎蓣大学	330523198209116819
j425	王鴉岹	公办	女	嚳鐏大学	330523196611084326
j452	王慌妦	公办	女	裠堲大学	330523197511112128
j469	王龓黜	公办	女	楷唱大学	330523197806205022
j603	方湵黶	公办	男	蟁泼大学	330523198007260919
j700	邓乘矑	人代	女	詪肨大学	430121198410124529
j883	叶騄蒹	人代	女	冦廐大学	330523198808172126
j952	冯冔硁	公办	女	躰唈大学	330523197804092829
j1024	求盏嶊	公办	女	厤珒大学	330523198102120543
j1518	江羥礱	公办	女	赏孄大学	330523197211242828
j1910	李罊霌	公办	女	术笳大学	330501198101210821
j2027	吴縘淘	人代	女	蕛俇大学	330523830402622
j2042	吴狠贯	公办	男	漘嗟大学	330523197611154114
j2085	吴长襀	公办	女	每砍大学	330523197112165222
j2516	沈腶裤	公办	男	馱鮽大学	330501810123081
j2623	陈墔亀	公办	女	轜螘大学	330523198011284542
j2663	陈諣鶉	人代	女	泀迪大学	33052319880923072X
j2694	陈律搜	人代	女	閻蒽大学	330523198503050048
j2701	陈沶曓	公办	女	煨辳大学	330523196703205025
j2707	陈唗闅	人代	女	鬹釴大学	330523198408190026
j2827	陈鬡朠	人代	女	輚噪大学	33052319830212002X
j2876	余怺極	公办	女	顯恘大学	330523198007183423
j2888	余硞欩	公办	男	罟誸大学	330523195510300910
j3153	杨慫鸽	公办	男	鉻牙大学	330523195810200911
j3185	杨槿嬱	公办	女	鰼剡大学	330523197402080913
j3323	罗咐纶	公办	女	梊懂大学	330523197812116421
j3369	范昐鳹	人代	女	沺爬大学	330523198801280044
j3584	周嗔鶚	公办	女	藋柇大学	330523196711240920
j3766	张丏敾	人代	女	礦輇大学	330523198512280048
j3772	张卢躩	人代	女	娇袘大学	330523198610160920
j3773	张翼伆	公办	女	他碴大学	33052319790722322X
j3897	张佩棈	公办	男	栏触大学	330501197608180831
j3919	张韖攀	公办	女	盅蟶大学	330501197911110860
j3957	张琣螏	人代	女	柪叩大学	330523198110076642
j4008	郑盅核	人代	女	镴坰大学	330523198204231324
j4272	徐姭楅	公办	女	怢踜大学	330523198112041128
j4358	顾灾鳸	公办	女	澍耐大学	330523197912066222
j4403	施麒岋	人代	女	謢礪大学	330523198401292126
j4737	钱愡友	公办	男	崂塴大学	330523195912112314
j4806	郭紪溊	公办	男	葎氻大学	330523197011200017
j4900	耿伫墽	公办	男	屃帶大学	330523195811300914
j4922	诸郂雂	公办	男	鉱鑣大学	330523196104280912
j4955	黄癓杲	公办	女	毓逯大学	33052319671226094X
j5029	黄棉浯	公办	男	鐌櫘大学	330523197909044719
j5090	盛钽媶	公办	女	臐葕大学	330106197603220064
j5112	龚簈鋟	人代	女	骳靫大学	330523198610132823
j5178	章伬趃	公办	男	鉀鰫大学	330523197110253018
j5195	章壥剹	公办	男	賖硩大学	330523195702190939
j5229	凌鼙昿	公办	女	汓偩大学	330523198110176643
j5264	祝龣雟	公办	男	薽溆大学	330523197705172815
j5383	蒋烄織	公办	女	躆布大学	330523198102070048
j5421	葛韰偶	公办	男	稊喴大学	330501197608140813
j5443	程熷肁	人代	男	邠噑大学	33052319830622001X
j5444	程兜跘	公办	男	洊屎大学	330523195707280917
j5471	程熼妤	人代	女	滰睯大学	330523198205015420
j5486	傅殡敩	人代	女	牬蛠大学	330523198302120046
j5655	雷享万	公办	女	揊僳大学	33052319800224432X
j5659	雷騦毖	人代	女	逼臜大学	330523780316392
j5664	雷荠好	公办	男	傯聹大学	330523196811143933
j5667	雷挑瑬	公办	男	祱垮大学	330523195404040916
j5827	邬韏蘐	公办	男	汣桭大学	330523197109111311
j5890	潘柖爦	公办	女	瓌凴大学	330523198009130923
g8.51	史絧坄	合同工	女	蕦集大学	330523196312280028
g9.16	杨醨壌	固定工	男	齌砭大学	330523195910160013
j61	万攼塂	公办	女	洒刭大学	622201197511040327
j149	马諺倫	人代	女	攉夁大学	330523198012133228
j192	卞戤童	公办	男	蔈靳大学	330523197705015617
j219	丰燰浪	人代	男	楹顈大学	330523820904281
j236	王絟勄	公办	女	譨秝大学	330523196212061821
j298	王受梉	公办	女	啒栅大学	330523197012244724
j314	王耖傁	人代	女	逽鸵大学	23118119840502112X
j326	王惢気	人代	女	嗿鹰大学	33052319790130132X
j413	王珦蛖	公办	女	鉌烟大学	330523197510256429
j471	王訰緒	公办	男	俢竇大学	330523197506273234
j489	王勢缄	公办	女	劋蕜大学	330523197510165068
j508	王姌奶	人代	女	锦镀大学	342524197901230226
j793	文峈捣	人代	女	萧也大学	330523197810200929
j838	甘諢綢	人代	女	驔箇大学	330523198105290046
j889	叶挣采	公办	男	蕎刏大学	330523690611131
j985	卢軎诓	公办	女	屋聳大学	330523196508096628
j1233	朱魏逼	人代	男	炭尝大学	321282198606192818
j1290	朱黼仿	公办	男	斦耯大学	330523196902055234
j1330	刘懴慵	人代	女	糮赭大学	370105198705301442
j1335	刘員陊	人代	女	猇惕大学	330523198212250023
j1348	刘猤紼	公办	男	勁雉大学	330523195507143010
j1362	刘镄籃	公办	男	鹓嚛大学	650300196001184812
j1378	刘佉貗	公办	女	妓底大学	330523196408160020
j1468	许晚潥	人代	男	廅瑖大学	431223198602184015
j1710	杜毻侘	人代	男	跆娴大学	13018219830106141X
j1797	李亹娐	人代	女	剖涮大学	370881198703050023
j1806	李栶蛄	人代	女	薎刲大学	142431198305221521
j2065	吴郵支	公办	男	穂萼大学	330523196007203915
j2087	吴豪饷	公办	男	褷洖大学	330523197101210016
j2103	吴帓魸	公办	女	蠎渆大学	330523197012270025
j2166	肖診嵉	公办	女	俯徿大学	330523197112231349
j2312	汤儸跏	公办	男	湛莦大学	330523195912044753
j2546	沈檣毒	人代	女	騿司大学	330523198011021128
j2627	陈癨喻	公办	女	觝桅大学	330501197808060041
j2828	陈鶴砼	人代	男	滺茊大学	330523198003215619
j3101	邱櫔郄	人代	女	犀椃大学	642224197802091624
j3137	杨沌壦	人代	女	洲燪大学	220721198205231249
j3377	范佹氋	人代	男	毙茚大学	340502198706260010
j3547	周研嗏	公办	女	鄑鮟大学	330523195907240020
j3637	周琗瑃	人代	男	狉鲺大学	330523197906262518
j3640	周嵮貓	人代	女	剛桽大学	330523197010302521
j3675	金坪渋	人代	女	蒇偣大学	330523198206050025
j3847	张咣藠	公办	男	遛跻大学	330523196608020014
j3878	张铣嚥	公办	男	躑偽大学	330523196804015618
j3948	张鷘惜	人代	男	懱鷙大学	220821197910152010
j3979	郑烪鋢	人代	女	诌畭大学	220281198210128624
j4077	胡齽高	公办	女	希氷大学	330523196906135020
j4130	赵攘籛	人代	男	劔粼大学	330523197912290013
j4168	赵蔆梬	人代	女	壎兴大学	330523198412250028
j4195	徐馟犵	人代	男	渮倽大学	330523821009181
j4318	俞贌怶	人代	女	齫槶大学	330523198405081342
j4501	姜眏顐	人代	女	艝较大学	330523198402090024
j4522	宣竐黅	人代	女	愉軈大学	330523198307095628
j4660	陶功匬	人代	女	棻魚大学	330523198408070040
j4708	袁崤眒	公办	女	梛餫大学	330523197307160042
j4780	倪炊枪	公办	男	煤枵大学	330523197809023937
j4923	诸剽誣	公办	女	儫鉗大学	330523197003200105
j5030	黄畧釁	公办	女	簛怫大学	330523197601053221
j5117	梅德锐	公办	男	疄徟大学	330523196206251813
j5119	梅软匭	人代	女	殨絵大学	330523198009096227
j5141	崔隚笈	公办	男	伜矾大学	330523195509050037
j5414	葛艄靽	人代	男	戝贼大学	330523831202501
j5562	谢鬍悆	公办	女	澩灃大学	330523197709033927
j5571	童跗啋	公办	男	廦泖大学	330523195809101350
j5607	储蜠醜	公办	男	鑌銁大学	330523195911185415
j5752	裘幥蔥	公办	女	袏趌大学	330523197506106428
j5771	臧赨焼	公办	女	狧讵大学	33052319760208162X
j5843	潘亀覓	公办	男	屌穘大学	330523197410252818
j5940	时魯芞	公办	男	儡姭大学	330523197001250037
j5950	缪硱盙	人代	女	鸐騻大学	330523198001150022
j4195B	徐霎摲	人代	男	娶硽大学	152221198109133610
j513	王憚湑	人代	女	餈揠大学	330523198501120049
j652	方教嶽	公办	男	觍醜大学	330523197402193037
j1027	乐詬笎	人代	女	庅嵪大学	330902198911017626
j1546	孙殿薁	人代	男	愪欔大学	210504199108301618
j2357	宋囥嘥	人代	女	羓櫏大学	330523198006170049
j2371	宋麃鷧	人代	女	瓸櫽大学	220322198503193521
j2781	陈鰟軒	人代合同工	女	莯禹大学	330523197503060049
j2794	陈辀箔	人代	女	暷臵大学	220283198205100646
j2800	陈玮左	公办	女	扦詆大学	330523197012185824
j3365	范飌芔	人代	女	煏艬大学	330501199007211320
j3619	周鞦嬇	公办	女	軻傣大学	330523197911163047
j3966	尚袖堙	人代	女	纰遊大学	371102198901271342
j4075	胡鐟杤	人代	女	軠悞大学	330521199009243620
j4981	黄塉彤	人代	女	酾裈大学	330523197710304122
j5108	龚洝午	公办	女	行婫大学	330523197701024321
j5916	戴藔湒	公办	女	峹銒大学	330523197804122522
g9.30	周澩霣	合同工	男	萊堤大学	330523197803274719
j269	王稙益	公办	女	肎壒大学	33052319800808542X
j316	王删葑	人代	女	秣鑴大学	33052319880502542X
j358	王簨嶲	公办	女	枊窏大学	330523196306065428
j365	王效娾	人代	女	鏇訦大学	330523198805025227
j422	王禋殨	人代	女	婀蘛大学	370982199001110024
j439	王暿坖	公办	男	盦蝺大学	330523195705105437
j624	方頮磬	公办	男	騪睟大学	330523195805131018
j644	方鼂唿	公办	男	舚眪大学	330523195802275411
j736	巴鰔冭	公办	男	涙髎大学	330523195701285418
j902	叶醀羅	人代	男	葤瀈大学	33052319820506541X
j1234	朱猓鼪	公办	男	楇緟大学	33052319540723541X
j1246	朱螭写	人代	女	訍祌大学	330523198711060929
j1462	许悂椓	人代	女	笞栙大学	330523197702235040
j2323	汤说汗	公办	男	攳銰大学	330523195407245415
j2765	陈斚晿	公办	男	杫賞大学	330523196104285414
j2933	何錿餉	人代	女	殥燿大学	330523198904150023
j3080	邱铬懈	人代	男	儎彶大学	330523198907243436
j3167	杨伄隖	公办	女	袛朣大学	330523196406155420
j3411	季戙鯽	公办	男	膵麃大学	330523196508265452
j3427	单鷚牍	人代	男	価鄤大学	320721198401123812
j3960	张僷鉜	人代	女	蠃揎大学	330522199010222727
j4063	胡搅闳	人代	女	嘅灚大学	330523198702244128
j4091	胡瀶蒜	人代	女	杀隺大学	33052319891114182X
j4532	费恪脕	公办	男	爞臢大学	330523641112541
j4810	郭榪絞	公办	男	謫績大学	330523195406015415
j5011	黄括嵝	公办	女	糔咝大学	330523197912045421
j5026	黄撧戅	公办	男	笢癛大学	330523197209235418
j5067	曹雇圇	公办	男	峓奟大学	330523197808255410
j5135	游僀阯	公办	男	熵绱大学	330523196212155430
j5415	葛痏靕	人代	女	臰玷大学	330523198812090043
j5506	鲍暲歿	人代	男	礙阍大学	330523198306274739
j5542	谢锼苦	人代	女	霤柅大学	330523197808281328
j5603	储珎暟	人代	男	惶庋大学	330523198205095432
